B1,B2,B3,B4,Label
-78.67,-91,-80,-65.75,Empty
-78.67,-91,-80,-70.5,Empty
-81,-91.67,-82.25,-70.5,Empty
-81,-91.67,-82.25,-73.25,Empty
-80,-91.75,-81.75,-73.25,Empty
-80,-91.75,-81.75,-72,Empty
-79.67,-92.25,-79.5,-72,Empty
-79.67,-92.25,-79.5,-71,Empty
-79,-90.75,-75.25,-71,Empty
-79,-90.75,-75.25,-65.5,Empty
-78,-89.25,-73.25,-65.5,Empty
-78,-89.25,-73.25,-68.75,Empty
-76.75,-87.75,-73.25,-68.75,Empty
-76.75,-87.75,-73.25,-76,Empty
-75.5,-86.5,-73.5,-76,Empty
-75.5,-86.5,-73.5,-77.25,Empty
-74.5,-87.75,-73.5,-77.25,Empty
-74.5,-87.75,-73.5,-78,Empty
-76,-88,-75.5,-78,Empty
-76,-88,-75.5,-72,Empty
-77.75,-89.67,-81.25,-72,Empty
-77.75,-89.67,-81.25,-66,Empty
-79.5,-90,-83.25,-66,Empty
-79.5,-90,-83.25,-64.75,Empty
-80.5,-90.67,-83.5,-64.75,Empty
-80.5,-90.67,-83.5,-63.5,Empty
-80,-91.5,-81,-63.5,Empty
-80,-91.5,-81,-62.25,Empty
-79.5,-92.25,-75.25,-62.25,Empty
-79.5,-92.25,-75.25,-61.75,Empty
-79,-93.33,-73,-61.75,Empty
-79,-93.33,-73,-67.5,Empty
-79,-91,-72.67,-67.5,Empty
-79,-91,-72.67,-74.75,Empty
-76.5,-88.67,-73,-74.75,Empty
-76.5,-88.67,-73,-82,Empty
-74,-86.67,-73,-82,Empty
-74,-86.67,-73,-82.75,Empty
-74.33,-87.25,-73,-82.75,Empty
-74.33,-87.25,-73,-78,Empty
-76.75,-88.75,-75.25,-78,Empty
-76.75,-88.75,-75.25,-72,Empty
-79,-90,-77.75,-72,Empty
-79,-90,-77.75,-64.75,Empty
-80.75,-91.5,-79.75,-64.75,Empty
-80.75,-91.5,-79.75,-63.25,Empty
-81.25,-91.75,-82,-63.25,Empty
-81.25,-91.75,-82,-68.25,Empty
-80.25,-91.75,-79.33,-68.25,Empty
-80.25,-91.75,-79.33,-67,Empty
-79.25,-91.67,-76.33,-67,Empty
-79.25,-91.67,-76.33,-67.75,Empty
-78.75,-90.5,-74,-67.75,Empty
-78.75,-90.5,-74,-68.25,Empty
-78.25,-89,-74.25,-68.25,Empty
-78.25,-89,-74.25,-63,Empty
-76.75,-86.5,-74,-63,Empty
-76.75,-86.5,-74,-64,Empty
-76,-87.33,-73.75,-64,Empty
-76,-87.33,-73.75,-64.25,Empty
-76.67,-88,-73.67,-64.25,Empty
-76.67,-88,-75.75,-65,Empty
-78.67,-89,-76,-65,Empty
-78.67,-89,-79.5,-65.5,Empty
-81,-90.75,-81.75,-65.5,Empty
-81,-90.75,-81.75,-65.67,Empty
-81,-91.25,-84.67,-65.67,Empty
-81,-91.25,-84,-64.33,Empty
-81,-91.75,-84.67,-64.33,Empty
-81,-91.75,-82,-62.67,Empty
-80.33,-92.25,-82,-62.67,Empty
-80.33,-92.25,-77.75,-61.67,Empty
-79.67,-91,-76.33,-61.67,Empty
-79.67,-91,-75.5,-62,Empty
-77.33,-91,-75.5,-62,Empty
-77.33,-91,-73.5,-62.75,Empty
-76.75,-90.5,-73.5,-62.75,Empty
-76.75,-90.5,-77.75,-63.5,Empty
-75.5,-88,-77.75,-63.5,Empty
-75.5,-88,-77.75,-64.25,Empty
-74.25,-89,-77.75,-64.25,Empty
-74.25,-89,-77.75,-65.25,Empty
-76,-89.67,-77.75,-65.25,Empty
-76,-89.67,-79.75,-65.5,Empty
-77.5,-89.5,-79.75,-65.5,Empty
-77.5,-89.5,-77,-64.75,Empty
-79.25,-90.25,-77,-64.75,Empty
-79.25,-90.25,-79.25,-63.5,Empty
-81,-90.33,-79.25,-63.5,Empty
-81,-90.33,-81.33,-62,Empty
-80.33,-90.33,-81.33,-62,Empty
-80.33,-90.33,-81,-61,Empty
-79.67,-91,-81,-61,Empty
-79.67,-91,-77.5,-61.75,Empty
-79,-89,-77.5,-61.75,Empty
-79,-89,-73,-62.5,Empty
-78,-89,-73,-62.5,Empty
-78,-88.33,-73,-63,Empty
-77.25,-87,-73,-63,Empty
-77.25,-87,-73,-64.5,Empty
-76.67,-87,-73,-64.5,Empty
-76.67,-88,-73,-64.75,Empty
-75.5,-88.33,-73,-64.75,Empty
-75.5,-88.33,-73,-70.75,Empty
-78.5,-88.33,-73,-70.75,Empty
-78.5,-89.33,-75.67,-71.25,Empty
-81,-89.33,-75.67,-71.25,Empty
-81,-91,-78.33,-69.75,Empty
-81,-91,-78.33,-69.75,Empty
-81,-90.33,-85.67,-71.33,Empty
-80.33,-90.33,-85.67,-71.33,Empty
-80.33,-90.25,-82.5,-62.33,Empty
-79.67,-90.25,-82.5,-62.33,Empty
-79.67,-90.75,-80.5,-68.67,Empty
-79,-90.75,-80.5,-68.67,Empty
-79,-89.5,-78.75,-69.67,Empty
-79,-89.5,-78.75,-69.67,Empty
-79,-89,-73.25,-68,Empty
-78,-89,-73.25,-68,Empty
-78,-88,-73.33,-68.75,Empty
-76.75,-88,-73.33,-68.75,Empty
-76.75,-86.75,-78.67,-64.25,Empty
-76.25,-86.75,-78.67,-64.25,Empty
-76.25,-86.67,-83.67,-64.75,Empty
-76.75,-86.67,-83.67,-64.75,Empty
-76.75,-87.67,-89,-65.25,Empty
-79,-87.67,-89,-65.25,Empty
-79,-89.33,-87.25,-65.67,Empty
-80.67,-89.33,-87.25,-65.67,Empty
-80.75,-91,-89.25,-64,Empty
-82,-91,-89.25,-64,Empty
-81.75,-91,-87.5,-62.33,Empty
-82,-91,-87.5,-62.33,Empty
-82,-91.5,-83.5,-61,Empty
-81,-91.5,-83.5,-61,Empty
-80.33,-91.75,-81.5,-61.67,Empty
-80.33,-91.75,-81.5,-61.67,Empty
-79.67,-90.5,-75.5,-62.67,Empty
-79.67,-90.5,-75.5,-62.67,Empty
-79,-89.25,-73.25,-63.67,Empty
-79,-89.25,-73.25,-63.67,Empty
-77.67,-87.75,-73.75,-64,Empty
-77.67,-87.75,-73.75,-64,Empty
-76,-86.33,-73.5,-70,Empty
-76,-86.33,-73.5,-70,Empty
-74.33,-87,-73.5,-70.25,Empty
-74.33,-87,-73.5,-70.25,Empty
-76,-88.67,-75.5,-70.75,Empty
-76,-88.67,-75.5,-70.75,Empty
-77.5,-90,-79.25,-70.75,Empty
-77.5,-90,-79.25,-70.75,Empty
-79.25,-90,-81.5,-64.25,Empty
-79.25,-90,-81.5,-64.25,Empty
-84.25,-91,-84.33,-63.25,Empty
-84.25,-91,-84.33,-63.25,Empty
-83.75,-91.33,-81.67,-62,Empty
-83.75,-91.33,-81.67,-62,Empty
-83.25,-91.33,-76,-61.75,Empty
-83.25,-91.33,-76,-61.75,Empty
-82.75,-90.25,-73.33,-62.5,Empty
-82.75,-90.25,-73.33,-62.5,Empty
-78,-89.25,-73.33,-63.25,Empty
-78,-89.25,-73.33,-63.25,Empty
-76.75,-88.33,-78.67,-64,Empty
-76.75,-88.33,-78.67,-64,Empty
-76,-89,-79.33,-64,Empty
-76,-89,-79.33,-69.25,Empty
-74.5,-90,-84.33,-71,Empty
-74.5,-90,-84.33,-69.75,Empty
-77,-92,-83.5,-71.67,Empty
-77,-92,-83.5,-70.25,Empty
-80.5,-92,-82,-70.25,Empty
-80.5,-92,-82,-69.5,Empty
-80.67,-91.5,-83.75,-69.5,Empty
-80.67,-91.5,-83.75,-63.5,Empty
-80.67,-92,-82,-63.5,Empty
-80.67,-92,-82,-62.25,Empty
-80.33,-92,-80,-62.25,Empty
-80.33,-92,-80,-61,Empty
-79.67,-91,-77.75,-61,Empty
-79.67,-91,-77.75,-61.75,Empty
-79,-91,-75.25,-61.75,Empty
-79,-91,-75.25,-62.5,Empty
-78,-90,-73,-62.5,Empty
-78,-90,-73,-63.25,Empty
-76.75,-87.5,-73,-63.25,Empty
-76.75,-87.5,-73,-64.25,Empty
-80.75,-88,-72.75,-64.25,Empty
-80.75,-88,-72.75,-69.5,Empty
-82,-88.67,-73,-69.5,Empty
-82,-88.67,-73,-70,Empty
-83.5,-89.25,-73,-70,Empty
-83.5,-89.25,-73,-70.5,Empty
-85.75,-90.25,-75,-70.5,Empty
-85.75,-90.25,-75,-69.5,Empty
-82.25,-90.67,-79.5,-69.5,Empty
-82.25,-90.67,-79.5,-63.75,Empty
-81,-90.33,-77.67,-63.75,Empty
-81,-90.33,-77.67,-62.5,Empty
-81,-90,-76.5,-62.5,Empty
-81,-90,-76.5,-62,Empty
-79.67,-88,-75.5,-62,Empty
-79.67,-88,-75.5,-62.75,Empty
-77.67,-87.67,-73.5,-62.75,Empty
-77.67,-87.67,-73.5,-63.25,Empty
-76,-86.33,-73.25,-63.25,Empty
-76,-86.33,-73.25,-64,Empty
-76,-86.33,-73,-64,Empty
-76,-86.33,-73,-64.25,Empty
-80.33,-86,-73,-64.25,Empty
-80.33,-86,-73,-64.75,Empty
-83,-85,-75,-64.75,Empty
-83,-85,-75,-65,Empty
-88.5,-91,-75.67,-65,Empty
-88.5,-91,-75.67,-65.5,Empty
-86,-90.5,-79,-65.5,Empty
-86,-90.5,-79,-64.5,Empty
-82,-91,-82,-64.5,Empty
-82,-91,-82,-63.25,Empty
-82,-91.25,-79,-63.25,Empty
-82,-91.25,-79,-66.25,Empty
-80,-91.5,-77.25,-66.25,Empty
-80,-91.5,-77.25,-65.75,Empty
-79.33,-90.75,-75,-65.75,Empty
-79.33,-90.75,-75,-66.5,Empty
-77.33,-89.25,-72.75,-66.5,Empty
-77.33,-89.25,-72.75,-67.5,Empty
-76.5,-88,-72.75,-67.5,Empty
-76.5,-88,-72.75,-64.25,Empty
-75.25,-87.5,-73,-64.25,Empty
-75.25,-87.5,-73,-64.75,Empty
-74,-87.67,-72.75,-64.75,Empty
-74,-87.67,-72.75,-65.25,Empty
-76.67,-89,-75,-65.25,Empty
-76.67,-89,-75,-65.25,Empty
-79,-90,-79.5,-65.25,Empty
-79,-90,-79.5,-64.5,Empty
-81.33,-90.33,-81.75,-64.5,Empty
-81.33,-90.33,-81.75,-69.25,Empty
-81,-90.5,-84.25,-69.25,Empty
-81,-90.5,-84.25,-68,Empty
-80.25,-91,-82,-68,Empty
-80.25,-91,-82,-66.75,Empty
-79.75,-90.25,-77.5,-66.75,Empty
-79.75,-90.25,-77.5,-67.5,Empty
-79.33,-89.5,-81.25,-67.5,Empty
-79.33,-89.5,-81.25,-62.25,Empty
-77.67,-88.5,-78.75,-62.25,Empty
-77.67,-88.5,-78.75,-68,Empty
-76,-87.5,-78.75,-68,Empty
-76,-87.5,-78.75,-69.25,Empty
-74.5,-88.25,-78.75,-69.25,Empty
-74.5,-88.25,-78.75,-74.75,Empty
-74.5,-88.75,-72.75,-74.75,Empty
-74.5,-88.75,-72.75,-75.25,Empty
-74,-90,-75,-75.25,Empty
-74,-90,-75,-70.75,Empty
-81,-91,-77.5,-70.75,Empty
-81,-91,-77.5,-69.75,Empty
-80,-91,-80,-69.75,Empty
-80,-91,-80,-63.5,Empty
-79.67,-91.5,-80,-63.5,Empty
-79.67,-91.5,-80,-62.25,Empty
-79.5,-91.5,-78.25,-62.25,Empty
-79.5,-91.5,-78.25,-61.75,Empty
-78.75,-90.25,-76.67,-61.75,Empty
-78.75,-90.25,-76.67,-62.5,Empty
-77.75,-91.25,-73,-62.5,Empty
-77.75,-91.25,-73,-63,Empty
-77,-90.25,-73,-63,Empty
-77,-90.25,-73,-64,Empty
-76,-90.5,-72.67,-64,Empty
-76,-90.5,-72.67,-64.67,Empty
-76.5,-91.5,-72.75,-64.67,Empty
-76.5,-91.5,-72.75,-72.67,Empty
-78,-90.75,-73,-72.67,Empty
-78,-90.75,-73,-70.75,Empty
-80,-91.25,-73,-70.75,Empty
-80,-91.25,-73,-70,Empty
-81.5,-91,-73,-70,Empty
-81.5,-91,-76,-68.75,Empty
-81.25,-91.5,-77.5,-68.75,Empty
-81.25,-91.5,-79,-62,Empty
-80.75,-91.75,-79,-62,Empty
-80.75,-91.75,-79,-61,Empty
-79.5,-92.33,-79,-61,Empty
-79.5,-92.33,-77.5,-61.75,Empty
-79,-91,-77.5,-61.75,Empty
-79,-91,-80.75,-62.5,Empty
-77.33,-89.33,-80.75,-62.5,Empty
-77.33,-89.33,-78.5,-63.25,Empty
-75.67,-87.33,-78.5,-63.25,Empty
-75.67,-87.33,-78.5,-64,Empty
-74,-89.75,-78.5,-64,Empty
-74,-89.75,-80.33,-64.5,Empty
-76.25,-90.33,-80.33,-64.5,Empty
-76.25,-90.33,-73,-65.25,Empty
-78,-91.5,-73,-65.25,Empty
-78,-90.67,-75.67,-65.5,Empty
-79.33,-93,-75.67,-65.5,Empty
-79.33,-92.67,-79,-64.75,Empty
-81,-90.5,-79,-64.75,Empty
-81,-91,-79.75,-63.5,Empty
-79.67,-91,-79.75,-63.5,Empty
-79.67,-91,-81.75,-62,Empty
-79,-91,-81.75,-62,Empty
-79,-92,-79.75,-61,Empty
-79,-92,-79.75,-61,Empty
-79,-90.67,-77.5,-61.75,Empty
-82.25,-90.67,-77.5,-61.75,Empty
-82.25,-89.33,-80.5,-62.5,Empty
-81.25,-89.33,-80.5,-62.5,Empty
-81.25,-88.75,-78.5,-63,Empty
-82,-88.75,-78.5,-63,Empty
-80,-88.25,-78.5,-64.25,Empty
-80.33,-88.25,-78.5,-64.25,Empty
-79,-90.25,-78.25,-64.75,Empty
-74.67,-90.25,-78.25,-64.75,Empty
-76,-91.25,-73,-70.5,Empty
-76.33,-91.25,-73,-70.5,Empty
-81,-92.25,-75.25,-71,Empty
-81,-92.25,-75.25,-71,Empty
-83,-92.75,-79.25,-69.75,Empty
-83,-92.75,-79.25,-69.75,Empty
-84,-91.5,-81.5,-68.5,Empty
-84,-91.5,-81.5,-68.5,Empty
-83.75,-91,-81.5,-62,Empty
-83.75,-91,-81.5,-62,Empty
-79.75,-91.25,-79.5,-61.75,Empty
-79.75,-91.25,-79.5,-61.75,Empty
-79,-90.25,-75.5,-62.5,Empty
-79,-90.25,-75.5,-62.5,Empty
-77.67,-89.5,-73.5,-63.25,Empty
-77.67,-89.5,-73.5,-63.25,Empty
-77,-90,-73.5,-64,Empty
-77,-90,-73.5,-64,Empty
-75.67,-88.75,-73.25,-64.5,Empty
-75.67,-88.75,-73.25,-64.5,Empty
-77,-89.75,-73.25,-64.75,Empty
-77,-89.75,-73.25,-64.75,Empty
-78.5,-90.25,-73,-71,Empty
-78.5,-90.25,-73,-71,Empty
-79,-90,-73,-73.33,Empty
-79,-90,-73,-73.33,Empty
-81,-91.5,-77.5,-71.67,Empty
-81,-91.5,-77.5,-71.67,Empty
-80.33,-91.5,-82,-70.33,Empty
-80.33,-91.5,-82,-70.33,Empty
-79.67,-91.75,-79,-61,Empty
-79.67,-91.75,-79,-61,Empty
-79.5,-90.5,-77.75,-61.75,Empty
-79.5,-90.5,-77.75,-61.75,Empty
-79,-89,-75.5,-62.5,Empty
-79,-89,-75.5,-62.5,Empty
-77.33,-87.75,-73.25,-63.25,Empty
-77.33,-87.75,-73.25,-63.25,Empty
-76,-86.5,-73.25,-64,Empty
-76,-86.5,-73.25,-64,Empty
-74.5,-86.67,-73,-64.25,Empty
-74.5,-86.67,-73,-64.25,Empty
-76.33,-87.67,-73,-70.25,Empty
-76.33,-87.67,-73,-70.25,Empty
-78.67,-88.67,-75.25,-70.75,Empty
-78.67,-88.67,-75.25,-70.75,Empty
-80.67,-90,-79.75,-70,Empty
-80.67,-90,-79.75,-70,Empty
-80,-90.75,-81.5,-71.67,Empty
-80,-90.75,-81.5,-69,Empty
-79.75,-91.25,-84.33,-62.67,Empty
-79.75,-91.25,-84.33,-62.25,Empty
-79.33,-91.25,-81.67,-61,Empty
-79.33,-91.25,-81.67,-61,Empty
-78.67,-92,-76,-61,Empty
-78.67,-92,-76,-61.67,Empty
-77.67,-90.75,-73.67,-61.67,Empty
-77.67,-90.75,-73.67,-62.33,Empty
-81.67,-89.5,-74,-62.33,Empty
-81.67,-89.5,-74,-63.33,Empty
-80.25,-88.5,-73.75,-63.33,Empty
-80.25,-88.5,-73.75,-63.75,Empty
-80.75,-87.75,-73.5,-63.75,Empty
-80.75,-87.75,-73.5,-64.5,Empty
-82.25,-88.25,-73.5,-64.5,Empty
-82.25,-88.25,-73.5,-65.25,Empty
-79.75,-89,-75.25,-65.25,Empty
-79.75,-89,-75.25,-65.75,Empty
-80.5,-90.5,-79.75,-65.75,Empty
-80.5,-90.5,-79.75,-64.75,Empty
-80,-91,-82,-64.75,Empty
-80,-91,-82,-63.5,Empty
-79.5,-91.33,-82.25,-63.5,Empty
-79.5,-91.33,-82.25,-62.25,Empty
-79,-92,-80,-62.25,Empty
-79,-92,-80,-61.75,Empty
-78,-89.5,-75.75,-61.75,Empty
-78,-89.5,-75.75,-69,Empty
-76.75,-88,-73.67,-69,Empty
-76.75,-88,-73.67,-69.5,Empty
-75.5,-88.33,-73.33,-69.5,Empty
-75.5,-88.33,-73.33,-72.33,Empty
-74.5,-88.25,-74,-72.33,Empty
-74.5,-88.25,-74,-73,Empty
-76,-89,-73.67,-73,Empty
-76,-89,-73.67,-64.67,Empty
-77.75,-89,-75.75,-64.67,Empty
-77.75,-89,-75.75,-65.67,Empty
-79.5,-89,-78,-65.67,Empty
-79.5,-89,-78,-64.5,Empty
-80.75,-91,-82,-64.5,Empty
-80.75,-91,-82,-63.25,Empty
-80.5,-92,-84.25,-63.25,Empty
-80.5,-92,-84.25,-62.25,Empty
-80.33,-91.5,-82,-62.25,Empty
-80.33,-91.5,-82,-65,Empty
-78.33,-91.5,-79.75,-65,Empty
-78.33,-91.5,-79.75,-65.75,Empty
-76.33,-89.5,-75.5,-65.75,Empty
-76.33,-89.5,-75.5,-73,Empty
-74.67,-89.33,-73.25,-73,Empty
-74.67,-89.33,-73.25,-73.5,Empty
-74.5,-88.5,-73.5,-73.5,Empty
-74.5,-88.5,-73.5,-71,Empty
-80.5,-89.33,-73.5,-71,Empty
-80.5,-89.33,-73.5,-71.5,Empty
-83,-90,-73.33,-71.5,Empty
-83,-90,-73.33,-65.75,Empty
-84.75,-90.67,-76.33,-65.75,Empty
-84.75,-90.67,-76.33,-72.25,Empty
-86,-90.75,-79,-72.25,Empty
-86,-90.75,-79,-74,Empty
-81,-90.75,-86.67,-74,Empty
-81,-90.75,-86.67,-72.33,Empty
-79.75,-90.75,-83.25,-72.33,Empty
-79.75,-90.75,-83.25,-70.33,Empty
-78.75,-90.75,-81,-70.33,Empty
-78.75,-90.75,-81,-61,Empty
-78,-91.25,-80.67,-61,Empty
-78,-91.25,-80.67,-61.75,Empty
-76.75,-90.5,-73,-61.75,Empty
-76.75,-90.5,-73,-62.5,Empty
-75.5,-89.75,-73,-62.5,Empty
-75.5,-89.75,-73,-63.25,Empty
-74.67,-89.33,-73,-63.25,Empty
-74.67,-89.33,-73,-64.25,Empty
-77,-88.33,-73,-64.25,Empty
-77,-88.33,-73,-64.75,Empty
-79.33,-88.67,-73,-64.75,Empty
-79.33,-88.67,-73,-65.25,Empty
-81.67,-90.33,-75.25,-65.25,Empty
-81.67,-90.33,-75.25,-66,Empty
-81.67,-91.5,-77,-66,Empty
-81.67,-91.5,-77,-65,Empty
-80,-91.5,-80,-65,Empty
-80,-91.5,-80,-63.75,Empty
-85.67,-92.33,-80,-63.75,Empty
-85.67,-92.33,-80,-62.5,Empty
-85,-91.67,-77.75,-62.5,Empty
-85,-91.67,-77.75,-65.25,Empty
-82.75,-89.33,-76,-65.25,Empty
-82.75,-89.33,-76,-66,Empty
-82,-88.67,-73,-66,Empty
-82,-88.67,-73,-66.5,Empty
-76.25,-88.25,-73.5,-66.5,Empty
-76.25,-88.25,-73.5,-67.25,Empty
-76.75,-87,-73.25,-67.25,Empty
-76.75,-87,-73.25,-64,Empty
-77,-88,-73.25,-64,Empty
-77,-88,-73.25,-64.5,Empty
-79,-89.25,-75.5,-64.5,Empty
-79,-89.25,-75.5,-65.25,Empty
-81,-90.25,-75.67,-65.25,Empty
-81,-90.25,-77.25,-70.25,Empty
-80,-92,-79,-70.25,Empty
-80,-92,-79.5,-73.25,Empty
-79.33,-92,-81.67,-73.25,Empty
-79.33,-92,-80.25,-72,Empty
-78.5,-91.5,-79.67,-72,Empty
-78.5,-91.5,-78,-71,Empty
-77.33,-91.5,-78,-71,Empty
-77.33,-91.5,-75.75,-71.25,Empty
-76,-90.5,-75.75,-71.25,Empty
-76,-90.5,-73.75,-68,Empty
-74.67,-90.25,-73.75,-68,Empty
-74.67,-90.25,-78,-68.75,Empty
-74.5,-89.25,-78,-68.75,Empty
-74.5,-89.25,-78,-71,Empty
-76,-89.5,-78,-71,Empty
-76,-89.5,-78,-70.67,Empty
-76.33,-90,-78,-70.67,Empty
-78,-90,-82,-71,Empty
-79.33,-90,-82,-71,Empty
-79.75,-90,-79.25,-71.67,Empty
-81.67,-90.75,-79.25,-71.67,Empty
-81,-90.75,-81.5,-69,Empty
-81,-90.5,-81.5,-69,Empty
-80.75,-90.5,-85.75,-63.25,Empty
-80.75,-90.67,-85.75,-63.25,Empty
-80,-90.67,-87.25,-62.67,Empty
-80,-90.33,-87.25,-62.67,Empty
-79.5,-90.33,-85.25,-61,Empty
-79.5,-89.33,-85.25,-61,Empty
-87.5,-89.33,-83,-71,Empty
-87.5,-88,-83,-71,Empty
-85,-88,-78.75,-72,Empty
-85,-88,-78.75,-72,Empty
-81.67,-88,-73.25,-70,Empty
-81.67,-87.33,-73.25,-70,Empty
-81.5,-87.5,-73,-70.75,Empty
-81.5,-87.67,-73,-70.75,Empty
-77.75,-88.75,-73,-64.5,Empty
-77.75,-89.33,-73,-64.5,Empty
-79.25,-89.75,-73,-70.5,Empty
-79.25,-89.75,-73,-70.5,Empty
-80.67,-90.33,-75,-71,Empty
-80.67,-90.33,-75,-71,Empty
-80.67,-91,-77.5,-74.25,Empty
-80.67,-91,-77.5,-74.25,Empty
-80,-91.33,-80.25,-77.25,Empty
-80,-91.33,-80.25,-77.25,Empty
-79.33,-90.33,-80.5,-74.5,Empty
-79.33,-90.33,-80.5,-74.5,Empty
-78.25,-91.75,-78.5,-79,Empty
-78.25,-91.75,-78.5,-79,Empty
-77.33,-92.33,-77,-75.75,Empty
-77.33,-92.33,-77,-75.75,Empty
-76.33,-92,-73.67,-72,Empty
-76.33,-92,-73.67,-72,Empty
-75,-91.33,-73.33,-68.75,Empty
-75,-91.33,-73.33,-68.75,Empty
-78.5,-88,-73.5,-64,Empty
-78.5,-88,-73.5,-64,Empty
-79.33,-88,-73.33,-64.25,Empty
-79.33,-88,-73.33,-64.25,Empty
-81.33,-87.67,-73,-65,Empty
-81.33,-87.67,-73,-65,Empty
-80.5,-88.33,-75.33,-65.5,Empty
-80.5,-88.33,-75.33,-65.5,Empty
-79.25,-90,-76.5,-64.5,Empty
-79.25,-90,-76.5,-64.5,Empty
-77.25,-90,-78.25,-63.75,Empty
-77.25,-90,-78.25,-63.75,Empty
-78.25,-88,-80.75,-62.5,Empty
-78.25,-88,-80.75,-62.5,Empty
-77.5,-88,-83.25,-61.25,Empty
-77.5,-88,-83.25,-61.25,Empty
-81.5,-87,-86.25,-61.75,Empty
-81.5,-87,-86.25,-61.75,Empty
-82.5,-88.25,-88.33,-62.25,Empty
-82.5,-88.25,-88.33,-62.25,Empty
-81.67,-89.33,-91,-62.67,Empty
-81.67,-89.33,-91,-62.67,Empty
-85,-90,-92,-63.5,Empty
-85,-90,-92,-63.5,Empty
-77,-92,-92,-64,Empty
